FFMC,DMC,DC,ISI,temperature,humidity,wind,rain
93.2,234.69,260.3,0.55,16.15,31.31,2.64,1.18
48.0,85.85,841.8,0.13,37.42,98.38,0.63,4.71
81.3,247.43,809.1,0.75,33.68,52.71,3.6,1.06
51.7,165.33,539.0,1.17,23.08,94.09,5.63,0.63
26.2,255.14,323.9,1.56,22.65,33.61,7.5,6.24
45.1,216.44,555.3,0.11,36.03,36.32,0.52,3.68
24.1,89.71,22.4,0.53,23.58,95.89,2.53,3.78
23.9,16.01,524.0,0.63,23.49,57.96,3.05,6.36
92.2,164.29,316.8,0.95,39.69,95.85,4.57,5.86
79.4,248.34,265.5,1.39,22.27,74.64,6.69,2.65
69.7,134.91,55.9,1.6,11.12,60.65,7.7,2.18
32.9,157.94,704.1,1.27,14.06,40.27,6.09,4.0
58.2,102.22,106.2,0.46,26.65,47.1,2.23,3.63
86.4,189.88,278.2,0.2,25.0,91.11,0.97,6.14
69.2,120.96,393.8,1.09,10.19,53.52,5.25,5.11
43.8,181.09,747.6,0.42,39.34,41.77,2.0,1.31
25.0,62.89,379.7,1.14,26.17,96.1,5.47,0.25
61.5,208.71,517.0,0.58,21.04,59.23,2.79,3.74
74.4,182.5,551.7,0.67,24.49,92.44,3.22,0.33
30.7,24.85,206.8,0.74,37.64,41.06,3.55,1.08
43.5,185.8,392.4,1.87,27.43,45.36,8.99,4.88
79.4,237.93,292.6,0.65,36.09,80.0,3.12,5.41
48.0,6.22,41.2,0.35,38.26,71.76,1.66,2.91
38.5,241.16,692.6,1.63,19.91,75.17,7.84,4.92
52.5,17.19,426.9,1.43,22.28,51.56,6.88,2.55
51.1,73.17,73.1,1.53,33.66,87.17,7.36,4.0
50.3,55.93,141.9,0.75,23.39,93.13,3.59,2.12
78.8,242.45,778.7,0.38,28.38,61.45,1.84,5.17
19.6,170.74,217.2,0.37,14.51,39.95,1.78,5.89
83.0,142.17,829.5,1.9,23.0,60.03,9.14,5.46
26.2,77.21,248.0,1.91,34.11,93.73,9.16,6.27
80.9,192.71,678.7,0.38,14.61,40.42,1.81,3.49
85.4,194.81,151.7,0.35,31.36,62.97,1.7,2.15
85.0,39.75,337.1,0.41,36.92,70.55,1.96,1.29
21.2,1.62,342.6,1.12,35.25,79.89,5.37,3.83
94.0,253.77,411.9,1.25,35.46,81.2,6.0,2.73
64.8,124.87,385.8,0.84,14.22,43.74,4.03,5.84
84.5,219.46,96.3,0.47,24.78,56.18,2.27,5.58
20.7,273.26,448.6,1.16,24.61,73.84,5.56,2.49
29.1,27.76,717.7,0.35,35.62,56.77,1.66,0.24
30.6,281.34,96.0,0.97,12.39,95.48,4.65,3.01
83.0,281.63,669.7,0.89,26.79,96.08,4.27,3.82
25.9,234.62,376.6,0.55,23.1,36.14,2.64,6.2
20.6,52.91,852.4,1.35,33.14,87.81,6.48,0.17
81.5,78.49,93.2,0.34,31.42,42.93,1.62,5.47
62.8,193.52,779.4,0.89,29.26,83.52,4.3,2.84
19.8,71.09,234.7,1.58,14.41,88.28,7.59,4.42
34.4,94.57,584.0,0.87,26.17,53.33,4.16,1.44
66.5,109.13,608.0,0.58,20.97,75.69,2.8,1.91
44.7,26.66,850.2,1.37,36.2,61.9,6.6,1.34
18.9,85.42,584.0,0.28,21.32,69.75,1.33,0.02
46.9,153.5,307.1,0.68,25.53,75.68,3.26,4.28
83.0,195.58,258.7,1.9,31.42,67.8,9.14,1.97
30.5,207.55,746.3,0.2,24.74,92.99,0.94,3.57
52.3,279.75,22.3,0.95,24.62,91.95,4.57,4.79
65.4,186.03,545.4,1.92,33.14,55.03,9.25,2.08
47.5,257.31,655.1,1.6,28.31,88.31,7.68,1.59
48.2,89.65,376.8,1.04,12.66,64.17,5.01,1.08
79.3,91.13,236.6,1.32,13.5,47.56,6.36,2.96
52.1,276.18,282.4,1.72,21.35,62.48,8.26,5.32
82.7,188.57,378.5,0.4,34.12,62.78,1.94,2.51
91.7,83.64,644.2,0.25,13.96,80.99,1.18,0.73
60.5,155.75,621.8,0.41,38.15,78.76,1.95,5.8
71.3,255.21,725.1,1.64,30.25,79.45,7.87,2.8
45.8,186.77,364.5,1.15,24.37,39.22,5.51,5.52
53.1,200.02,131.9,1.9,24.18,43.1,9.13,5.81
34.4,154.32,186.5,1.08,23.69,77.54,5.21,1.77
76.4,2.03,838.2,0.66,18.08,30.96,3.16,0.85
45.0,272.78,390.6,0.54,21.39,34.57,2.59,1.55
64.2,55.3,19.7,0.63,12.67,52.06,3.04,5.56
87.6,19.18,16.5,1.41,34.97,34.03,6.77,0.08
19.3,27.97,385.2,0.47,15.21,65.94,2.26,0.82
68.7,137.4,657.5,1.64,18.57,87.96,7.9,4.99
62.3,218.66,513.0,0.28,36.28,90.68,1.34,1.45
89.7,54.35,477.0,1.77,31.18,61.79,8.49,0.94
28.6,82.86,634.6,0.88,25.58,68.0,4.21,4.79
44.8,11.73,801.9,1.36,35.89,43.01,6.56,5.28
76.8,136.17,75.4,1.19,25.25,57.19,5.73,3.81
54.4,87.73,371.9,1.35,35.57,44.38,6.5,5.42
52.7,53.44,174.9,1.52,27.81,65.51,7.33,4.71
20.8,213.92,783.5,0.12,14.32,52.3,0.57,5.92
31.7,132.45,468.5,0.51,18.46,65.06,2.45,1.69
90.4,250.88,113.9,0.21,28.68,73.1,0.99,5.04
85.7,290.86,153.7,0.36,36.8,67.22,1.75,1.97
58.7,92.24,448.8,1.88,17.16,91.63,9.06,0.93
69.7,219.33,567.8,1.86,33.45,32.36,8.95,1.22
96.0,64.59,494.2,0.55,30.04,49.71,2.64,4.42
26.3,94.45,678.4,0.55,16.33,70.53,2.64,6.04
50.6,180.57,595.0,0.82,22.05,68.33,3.93,3.29
65.7,264.28,179.1,0.35,36.66,99.51,1.68,3.95
62.1,188.62,701.3,1.62,17.32,73.8,7.79,0.08
85.9,118.67,830.2,1.2,19.8,72.76,5.76,4.53
63.8,192.04,246.6,1.31,11.34,91.62,6.29,6.34
76.3,100.59,607.6,0.47,31.93,98.29,2.25,5.14
45.9,243.36,174.9,0.66,19.83,80.52,3.17,2.59
28.1,89.28,253.6,0.85,21.19,42.53,4.09,3.87
34.3,1.21,716.8,1.18,18.89,47.61,5.69,6.18
95.5,269.43,31.1,0.1,36.29,77.96,0.48,4.12
70.9,71.72,279.5,1.86,35.76,92.2,8.93,3.91
49.7,274.48,758.5,0.91,23.11,82.65,4.36,6.19
92.2,4.58,526.9,1.63,23.26,65.01,7.85,2.92
22.7,182.78,123.4,1.17,16.07,58.17,5.64,4.33
29.3,50.76,180.9,1.83,18.99,87.12,8.78,0.13
22.7,111.76,846.2,1.18,33.88,37.66,5.65,0.16
41.3,170.59,361.0,0.52,30.86,40.13,2.48,0.5
72.8,184.37,23.8,0.9,25.97,31.6,4.32,1.8
57.1,60.28,690.6,1.2,25.47,31.94,5.78,2.29
50.1,216.72,364.5,1.52,30.12,75.76,7.3,1.89
82.6,193.17,634.2,1.74,26.65,59.82,8.35,2.1
69.6,53.04,431.9,1.66,20.78,78.81,7.99,3.16
25.7,148.52,731.6,0.49,38.6,89.56,2.34,0.07
48.3,77.62,452.5,0.82,14.76,90.08,3.96,6.22
85.9,115.43,823.2,0.51,13.57,75.06,2.43,1.67
79.5,252.92,284.0,0.57,15.05,87.71,2.74,3.5
91.7,51.42,12.0,0.49,13.06,88.17,2.35,3.53
91.5,208.91,342.5,0.17,10.27,81.24,0.84,0.03
61.9,198.44,297.9,0.6,39.27,46.31,2.9,1.9
62.5,195.49,466.1,0.51,31.41,99.04,2.43,3.94
23.4,73.63,515.9,1.28,22.66,72.41,6.17,3.93
49.6,210.82,685.0,1.86,27.98,59.62,8.95,5.54
76.3,138.08,90.5,1.67,16.36,91.98,8.01,3.7
65.2,80.53,812.6,0.27,17.48,82.46,1.32,0.16
71.4,247.45,713.6,0.96,32.14,76.07,4.62,5.01
93.3,213.6,745.2,0.63,21.09,95.76,3.04,2.38
30.4,8.52,650.1,0.26,22.68,80.06,1.24,3.6
55.5,43.51,98.3,0.81,26.83,78.54,3.88,4.47
31.1,75.46,270.7,0.52,25.24,65.91,2.5,4.13
47.1,12.18,460.3,0.86,35.45,56.96,4.15,1.8
47.3,152.22,305.8,1.64,26.9,93.76,7.9,1.8
25.4,39.12,311.9,0.51,28.14,78.47,2.43,4.65
32.9,7.13,492.9,1.37,14.85,54.41,6.6,2.8
23.2,10.48,855.2,1.88,14.76,85.14,9.05,4.4
83.3,275.17,107.6,0.83,37.28,91.81,3.98,0.59
50.5,244.57,440.9,1.43,39.64,30.31,6.86,0.98
56.3,290.63,342.5,1.78,15.54,46.14,8.56,3.73
64.2,134.26,152.7,0.27,31.47,57.61,1.29,3.13
38.3,243.03,466.0,0.93,13.85,66.67,4.49,0.38
20.4,283.23,727.7,0.3,26.82,38.9,1.46,4.0
48.7,115.18,327.8,1.41,20.75,64.44,6.78,5.72
22.0,103.19,39.5,1.49,15.92,99.08,7.15,1.63
31.1,30.16,392.9,1.56,27.98,48.71,7.5,4.78
61.1,289.28,420.8,1.42,30.42,56.19,6.81,2.83
53.5,62.8,285.7,0.17,19.33,50.09,0.81,0.04
83.0,61.28,573.2,1.6,30.37,92.03,7.7,5.52
40.5,73.62,524.4,1.49,21.93,46.83,7.17,0.07
79.9,192.72,610.0,1.06,29.88,90.0,5.11,0.43
92.0,89.99,623.3,1.34,10.8,58.99,6.44,3.86
66.8,4.94,408.4,0.69,30.33,41.23,3.34,1.84
52.3,64.69,111.7,1.21,38.56,82.82,5.83,6.32
64.1,32.5,399.4,1.26,28.63,91.69,6.04,3.89
66.7,197.12,506.5,0.88,31.44,36.45,4.23,5.89
51.3,123.51,470.7,0.5,31.1,34.2,2.41,4.23
18.9,55.91,750.1,0.96,39.63,94.22,4.61,2.52
76.1,265.16,568.4,1.73,15.82,84.85,8.32,4.76
45.9,236.16,552.3,0.11,24.35,40.65,0.52,2.12
41.9,120.5,201.0,1.03,17.52,39.52,4.95,2.13
91.3,220.09,163.5,1.58,36.11,89.1,7.62,2.82
76.3,196.44,138.0,1.23,11.47,97.74,5.91,0.52
27.0,14.11,331.6,1.72,25.89,52.26,8.27,2.55
79.4,98.95,790.3,1.14,30.93,44.78,5.5,0.83
75.0,106.36,518.5,0.59,17.62,93.07,2.83,0.93
68.3,227.53,826.5,0.94,13.48,88.95,4.51,2.86
61.5,73.55,616.5,1.34,39.82,58.81,6.46,4.7
75.2,87.05,716.5,0.79,39.56,63.7,3.82,6.29
45.1,189.32,14.4,1.23,39.29,49.08,5.91,6.27
66.7,272.72,327.0,0.24,13.14,61.78,1.15,3.37
50.3,48.51,415.7,1.05,32.52,97.57,5.03,0.59
20.3,75.92,504.8,1.03,27.78,34.14,4.97,1.36
31.5,141.14,245.8,0.58,12.84,58.87,2.78,4.93
25.3,52.01,35.7,0.27,35.32,90.84,1.32,2.06
37.0,205.21,118.7,0.27,29.34,77.7,1.29,4.68
74.5,226.81,181.0,0.26,38.34,96.64,1.25,4.73
39.0,162.71,537.6,1.07,33.35,74.86,5.16,3.53
26.9,148.82,326.9,1.84,38.53,93.48,8.84,1.43
45.4,123.95,143.7,0.4,28.13,32.71,1.91,5.08
35.8,259.16,629.3,0.11,20.45,97.85,0.53,1.15
95.3,267.45,48.8,1.82,39.65,31.73,8.74,4.06
19.7,237.75,629.1,1.51,23.73,97.23,7.25,5.82
25.2,277.4,678.5,0.42,11.19,42.23,2.01,2.35
38.4,282.54,248.9,0.77,24.83,85.14,3.71,0.58
31.2,291.15,687.0,1.62,29.3,94.32,7.81,2.61
78.0,236.7,474.3,0.82,39.17,87.38,3.92,4.03
23.2,281.89,239.6,0.35,37.48,98.18,1.69,1.0
37.3,93.6,824.3,1.15,30.0,79.44,5.54,1.03
60.4,74.32,260.0,0.97,34.43,67.61,4.66,2.87
77.0,178.4,694.0,1.67,17.95,78.42,8.03,1.39
35.6,14.61,72.6,1.51,38.37,65.62,7.26,4.51
46.1,205.98,344.2,0.62,23.78,81.88,2.98,0.86
19.6,201.86,237.5,0.84,31.14,91.93,4.03,3.16
76.6,106.66,610.6,0.66,29.85,34.79,3.18,1.13
28.4,269.7,510.4,0.69,36.13,66.44,3.34,3.19
73.0,282.13,564.8,0.93,11.2,85.28,4.49,2.16
85.1,144.0,444.5,1.69,30.29,46.46,8.14,4.43
91.6,164.23,427.1,0.74,19.27,88.99,3.58,4.29
19.5,193.54,313.8,0.35,14.47,40.45,1.69,0.29
25.9,263.35,757.5,1.16,10.62,82.41,5.56,5.15
70.3,51.29,442.4,1.79,38.61,77.87,8.59,0.47
34.7,190.51,13.1,0.61,22.04,84.69,2.93,5.93
91.4,29.13,683.2,1.84,19.93,75.2,8.83,2.43
49.4,168.04,284.7,0.27,12.09,93.54,1.28,1.77
56.7,39.37,373.4,1.11,11.21,78.5,5.35,4.14
40.9,133.85,443.2,1.77,23.08,85.81,8.51,2.78
60.5,30.56,846.7,1.14,30.1,41.2,5.5,2.95
48.6,282.64,208.6,1.65,34.57,98.93,7.93,1.34
34.9,111.24,854.5,1.84,32.99,91.34,8.83,1.35
88.2,141.36,634.9,1.89,10.21,53.23,9.11,1.26
75.4,71.49,24.1,0.41,10.62,35.32,1.96,1.86
84.5,196.75,733.7,1.68,24.56,47.3,8.09,0.39
77.3,275.94,597.4,0.37,27.24,60.19,1.78,3.98
26.2,8.45,511.7,1.06,18.08,41.16,5.08,1.82
83.2,100.17,260.0,1.39,20.84,35.81,6.67,2.64
45.5,74.2,689.5,0.58,39.77,66.79,2.8,0.22
70.1,187.02,731.8,0.32,26.52,55.5,1.54,2.7
59.8,259.47,312.7,0.97,24.92,35.85,4.67,1.85
61.6,61.33,11.7,1.43,28.37,87.6,6.89,4.34
74.5,200.21,289.7,1.21,30.4,48.07,5.83,4.09
82.9,26.25,107.8,1.83,16.71,49.05,8.81,6.28
47.0,227.77,331.7,1.51,36.87,69.06,7.25,3.28
90.4,128.55,700.9,1.41,39.32,38.82,6.77,0.35
82.7,257.49,272.6,0.27,10.13,93.33,1.32,3.3
90.5,172.83,648.0,0.31,10.27,62.44,1.51,1.56
66.6,83.9,410.9,0.36,39.61,30.07,1.75,1.02
75.7,188.47,224.1,0.19,34.12,34.33,0.93,1.92
94.4,53.76,656.7,0.31,39.59,92.77,1.5,0.18
84.6,122.72,60.8,1.81,22.81,80.22,8.69,0.61
35.0,96.34,539.6,1.57,22.28,32.21,7.55,4.0
79.0,6.32,367.7,1.48,14.57,68.53,7.1,2.13
58.2,243.06,159.7,1.68,31.38,48.74,8.06,5.55
75.2,181.36,724.2,0.84,18.26,97.42,4.02,0.89
20.7,137.09,58.1,0.49,16.25,42.01,2.35,1.12
25.6,134.08,693.6,1.65,30.4,70.94,7.95,5.23
51.8,121.21,99.4,0.09,24.93,45.39,0.42,2.6
60.0,86.53,45.5,0.6,39.92,96.3,2.87,0.71
72.1,229.27,252.5,0.69,24.75,96.72,3.32,4.61
50.1,121.13,575.0,1.85,33.3,60.31,8.91,3.69
72.6,287.44,626.0,1.61,28.69,95.64,7.73,3.8
74.1,233.36,814.9,0.47,12.04,64.72,2.26,5.62
81.9,33.04,468.5,1.54,21.84,76.87,7.42,1.4
47.5,259.44,22.1,0.77,17.88,42.56,3.71,2.64
43.3,1.71,50.9,0.71,19.22,97.29,3.4,1.54
29.1,275.58,544.5,0.24,16.61,73.65,1.14,5.8
50.2,261.4,678.0,1.39,12.13,75.57,6.69,0.18
78.9,42.23,228.7,1.24,12.14,62.34,5.96,4.67
74.3,216.52,168.5,0.92,21.24,88.0,4.4,0.08
44.9,219.92,640.3,0.69,36.24,51.2,3.31,5.87
50.7,28.46,830.2,1.86,28.77,56.73,8.94,4.87
88.7,267.1,267.8,1.56,35.36,40.73,7.51,3.69
86.4,90.16,521.5,1.24,27.87,31.62,5.95,3.75
42.5,223.37,644.2,0.65,32.38,83.08,3.12,5.36
75.1,115.07,631.8,1.1,31.43,35.79,5.27,3.68
92.7,56.45,127.3,0.1,31.54,33.91,0.49,4.0
55.1,65.65,479.6,1.81,27.15,55.5,8.72,4.0
21.0,10.44,120.6,0.78,30.53,71.91,3.73,3.33
38.9,46.16,216.4,0.59,14.26,85.45,2.82,6.2
21.4,229.48,313.3,1.62,37.97,94.4,7.81,3.11
30.9,185.89,331.1,0.25,12.58,75.5,1.19,3.21
39.7,145.29,687.0,1.0,35.59,89.94,4.82,4.18
23.3,103.19,341.1,1.11,14.3,47.18,5.32,3.88
76.2,71.47,422.7,0.83,14.43,87.72,3.99,2.86
18.8,136.52,244.6,1.85,16.04,60.57,8.89,2.28
84.6,34.34,268.7,0.79,26.93,33.81,3.78,2.28
53.9,115.34,455.4,1.36,39.56,85.59,6.54,1.56
29.3,270.56,803.3,1.67,31.93,31.94,8.03,0.69
24.6,256.13,109.4,0.46,10.18,76.1,2.23,0.89
52.7,47.53,418.7,0.34,35.69,58.78,1.64,4.23
79.9,78.75,257.9,1.57,23.12,90.33,7.54,4.14
25.0,282.84,201.3,1.29,33.35,42.42,6.21,4.07
82.4,232.98,449.5,0.59,27.41,87.08,2.82,5.24
87.6,215.47,394.0,0.83,20.98,59.63,4.0,1.15
62.7,63.09,478.9,1.84,30.35,47.49,8.84,6.28
39.6,50.09,139.7,0.75,32.0,50.35,3.61,0.21
43.5,247.07,589.6,1.19,28.92,94.49,5.7,2.64
95.5,30.11,618.8,0.28,26.62,48.37,1.33,2.62
39.4,120.3,434.8,1.64,19.61,67.62,7.87,4.64
57.5,155.73,216.9,0.73,24.01,94.4,3.52,3.66
65.5,180.11,331.3,1.84,39.19,61.09,8.85,0.64
64.8,88.28,142.8,1.75,20.17,71.97,8.43,5.98
42.5,241.15,53.5,0.17,17.01,36.54,0.82,1.88
95.5,146.44,716.3,1.15,14.34,69.17,5.51,0.77
82.8,137.53,819.8,0.16,13.85,92.02,0.76,3.24
81.7,231.28,813.6,1.7,38.81,78.65,8.17,0.28
92.4,121.38,105.3,1.63,12.65,66.01,7.86,4.7
39.5,211.55,798.4,0.95,14.8,47.86,4.56,6.21
52.2,176.87,118.9,1.04,28.09,68.82,4.98,2.71
85.8,150.03,266.4,0.46,12.73,49.72,2.21,6.19
95.0,242.13,64.4,0.62,21.2,84.45,2.99,1.36
92.2,163.21,145.3,0.57,23.14,53.72,2.73,3.1
65.6,154.74,527.8,0.15,22.17,91.3,0.7,5.15
95.1,79.31,845.2,0.72,26.98,52.2,3.47,5.82
20.0,155.06,825.4,0.53,18.16,85.62,2.54,0.89
50.7,163.69,145.7,0.28,20.42,82.14,1.33,4.54
71.4,247.3,10.9,1.04,17.47,54.15,4.99,6.1
72.7,92.05,690.3,0.2,16.46,70.2,0.96,0.8
43.7,244.04,788.9,1.14,12.42,63.41,5.5,2.12
93.7,201.73,242.3,0.75,28.72,88.84,3.59,3.8
55.8,76.57,751.5,1.89,21.97,76.72,9.1,2.53
74.5,135.74,847.8,0.6,11.99,87.82,2.89,3.45
54.3,257.01,374.7,1.3,33.77,43.92,6.25,6.16
70.2,278.59,181.0,0.63,31.12,58.17,3.03,0.94
19.4,61.52,287.3,1.52,16.95,56.15,7.32,3.02
24.1,110.21,163.2,1.5,12.02,70.74,7.21,5.08
77.2,155.55,220.6,0.26,20.66,68.0,1.25,1.38
65.9,108.94,528.5,0.72,23.94,31.76,3.44,0.87
78.6,60.11,643.9,1.22,12.21,83.97,5.86,5.48
40.0,212.92,729.4,0.4,24.24,34.81,1.93,0.62
68.5,83.49,497.5,0.6,36.37,53.19,2.88,3.0
24.6,290.66,467.9,1.67,24.13,53.79,8.05,1.62
52.8,149.75,817.7,0.21,32.05,58.78,1.02,3.43
77.3,150.24,142.1,1.88,25.38,45.15,9.02,2.23
43.0,40.48,25.5,1.4,34.08,87.64,6.72,1.17
30.5,157.47,340.6,1.77,39.5,90.28,8.52,4.99
48.8,47.7,582.8,0.53,25.98,92.2,2.57,0.47
64.1,289.37,546.3,0.84,12.46,54.46,4.06,0.09
52.7,90.01,578.1,0.47,25.96,83.72,2.25,3.22
42.5,28.72,374.9,1.88,20.13,77.27,9.05,1.49
47.7,149.56,554.1,1.25,18.24,30.57,6.03,2.07
44.8,125.71,768.2,0.2,24.01,62.96,0.97,0.19
49.5,135.12,784.0,0.82,16.85,38.16,3.96,3.63
38.2,147.38,684.0,1.12,32.49,33.33,5.37,1.39
48.5,228.23,11.3,0.25,24.76,43.71,1.18,3.61
59.3,41.3,40.8,1.96,15.3,59.32,9.4,4.5
46.9,63.8,181.0,0.58,34.53,67.34,2.78,5.11
54.1,251.15,439.2,1.65,34.49,91.27,7.91,0.19
29.7,167.32,661.0,0.15,19.55,68.91,0.7,4.97
32.8,99.15,769.3,0.89,19.29,71.65,4.28,5.94
74.5,205.7,591.5,0.16,38.45,87.78,0.75,3.82
21.9,38.51,63.2,1.27,36.27,35.46,6.09,1.03
45.1,75.14,431.7,0.73,27.21,36.46,3.49,4.88
64.6,215.85,851.0,1.25,14.0,94.95,6.02,0.15
53.5,6.47,320.6,1.89,18.93,70.55,9.07,5.32
47.3,138.69,303.1,0.53,31.99,78.13,2.53,5.58
49.7,275.38,401.6,0.89,36.19,61.7,4.27,5.93
73.4,32.3,139.7,1.36,20.6,48.23,6.52,2.66
78.7,22.7,107.9,0.91,26.89,46.58,4.37,3.35
91.8,112.06,329.4,0.95,12.14,60.72,4.55,3.14
91.2,78.7,589.7,1.02,30.96,90.74,4.91,5.93
46.5,180.65,456.2,0.91,22.71,77.11,4.37,0.18
59.5,226.0,124.4,0.97,21.48,98.91,4.68,5.99
58.3,231.8,675.8,1.82,24.86,84.62,8.73,5.06
86.0,273.92,587.8,0.58,29.02,42.69,2.79,4.7
21.8,135.97,738.4,1.57,20.28,52.92,7.56,3.45
61.3,35.76,214.9,0.69,30.27,31.43,3.31,0.84
44.1,180.59,60.4,0.52,28.69,90.42,2.49,4.4
58.0,52.87,605.6,0.82,24.78,48.87,3.94,0.35
29.2,9.96,846.2,1.5,19.16,49.83,7.2,6.03
75.9,258.23,268.3,1.68,27.5,98.96,8.08,4.73
44.6,74.35,406.2,0.53,27.82,66.38,2.55,2.36
81.1,103.28,46.0,0.2,10.25,51.4,0.98,1.93
83.2,152.84,686.7,0.81,13.35,70.81,3.9,3.24
32.0,161.71,199.7,1.13,28.81,67.8,5.43,0.62
61.7,230.99,13.2,1.43,10.49,55.07,6.87,3.33
83.5,125.11,504.5,0.64,28.88,31.75,3.08,5.2
41.7,22.36,259.0,1.45,11.84,96.65,6.98,5.35
59.2,23.18,519.4,0.72,25.6,50.42,3.45,0.53
80.7,254.11,675.5,1.84,12.76,87.84,8.86,1.04
66.5,42.9,502.2,0.66,25.89,67.25,3.15,1.66
53.3,162.67,598.5,1.0,33.16,64.64,4.79,5.39
69.9,203.72,353.5,0.45,38.41,67.61,2.14,5.14
84.2,52.3,24.1,1.22,25.78,64.33,5.86,3.12
20.8,172.97,832.1,1.82,30.66,41.59,8.76,2.51
89.3,114.9,472.9,0.67,34.67,44.15,3.22,3.9
74.4,264.96,92.6,0.76,28.78,49.23,3.66,5.4
31.6,243.55,235.4,1.48,14.3,38.44,7.1,5.76
28.6,197.91,472.3,0.83,24.34,47.59,3.97,6.27
79.5,208.18,157.0,1.14,19.87,53.74,5.46,5.23
20.4,35.02,685.8,1.78,39.94,63.11,8.55,6.26
72.4,42.53,463.6,1.66,10.02,58.39,8.0,5.52
56.4,84.3,718.1,0.16,23.21,69.15,0.78,2.0
56.0,75.46,735.5,0.52,20.45,90.4,2.51,2.14
23.5,208.39,229.9,1.32,35.18,42.24,6.37,4.72
49.1,181.71,491.2,0.29,22.66,95.47,1.41,3.88
24.2,148.2,494.8,1.14,33.9,51.66,5.48,0.66
71.0,244.62,689.7,0.67,10.13,35.53,3.21,1.81
42.1,9.46,440.4,1.75,18.74,89.39,8.43,4.68
80.3,124.67,443.2,0.11,21.76,68.15,0.51,2.92
93.4,153.27,692.2,1.54,36.16,48.76,7.4,4.72
81.4,283.96,270.8,1.05,14.84,86.18,5.04,4.08
48.4,80.65,465.7,0.2,25.06,49.36,0.94,2.1
56.7,254.51,204.2,0.3,15.36,53.86,1.42,1.03
91.8,196.49,655.4,0.87,18.97,76.19,4.18,3.26
84.1,42.48,444.6,0.68,28.25,86.82,3.26,0.52
53.1,93.98,768.3,1.81,19.44,32.27,8.71,2.2
51.2,15.47,294.7,1.33,27.52,86.76,6.39,0.42
59.4,31.75,362.9,1.61,13.33,59.88,7.72,3.1
87.3,205.45,744.0,1.26,27.33,54.52,6.04,5.55
61.9,177.38,851.5,0.16,11.68,60.94,0.75,4.62
61.5,161.87,268.2,1.0,24.62,72.57,4.79,3.49
64.0,160.85,462.7,1.31,38.09,50.3,6.29,2.38
36.3,193.72,766.0,0.89,10.48,58.46,4.3,4.81
25.0,204.74,296.6,1.93,31.07,74.5,9.27,1.36
83.8,245.0,212.2,1.86,17.89,39.22,8.96,4.37
39.4,80.92,461.8,0.88,20.23,83.8,4.21,2.23
80.9,192.67,449.0,1.28,25.01,55.55,6.15,1.25
40.7,83.52,467.2,1.54,10.79,66.93,7.42,1.12
21.3,142.97,247.4,0.77,21.01,92.85,3.7,3.73
69.9,190.85,427.2,1.75,36.45,71.43,8.41,0.38
70.6,16.64,25.5,0.9,20.74,75.9,4.31,2.12
57.5,72.82,674.2,1.45,33.62,51.25,6.95,1.01
59.3,176.37,338.8,1.01,25.08,54.23,4.85,0.73
93.0,188.78,285.4,1.36,21.31,78.8,6.54,5.81
81.5,212.39,245.3,0.38,28.95,84.73,1.82,1.31
63.7,42.55,746.9,1.09,32.53,98.15,5.22,0.13
85.3,210.37,691.4,0.45,15.79,69.05,2.16,5.86
38.3,175.95,34.1,1.4,38.45,52.92,6.74,5.8
48.8,124.48,267.6,0.82,30.93,32.55,3.92,1.82
73.2,211.22,156.3,0.24,10.61,59.44,1.15,3.69
81.5,154.82,453.5,1.95,12.32,86.07,9.38,5.78
92.7,182.95,76.0,0.53,12.16,82.48,2.56,2.24
23.9,263.44,62.0,1.23,36.65,88.28,5.92,3.22
61.5,140.9,568.5,1.08,29.75,40.45,5.2,5.25
55.2,104.8,350.5,0.83,24.67,58.26,3.97,2.15
79.6,110.53,171.9,0.56,34.14,35.44,2.71,5.55
90.5,121.01,580.1,0.67,15.25,75.64,3.21,0.12
90.8,127.66,554.3,1.8,38.84,53.27,8.63,1.74
89.9,148.8,72.3,1.35,14.44,48.11,6.5,4.98
67.8,31.51,714.8,0.87,33.02,66.11,4.18,4.83
94.1,196.09,494.0,1.46,10.11,84.57,7.03,4.12
59.9,242.48,259.5,1.02,21.18,48.41,4.92,5.79
51.1,112.73,750.3,1.37,36.84,85.79,6.57,3.17
71.6,159.98,378.0,0.15,14.7,98.63,0.74,1.19
35.4,168.24,734.9,1.4,18.72,67.04,6.71,3.75
24.2,261.68,485.8,0.27,10.69,32.97,1.28,0.53
78.8,146.55,672.7,1.73,34.15,91.88,8.32,2.61
93.0,242.87,721.0,0.28,16.73,93.19,1.35,4.14
37.3,160.55,759.1,0.61,29.6,58.21,2.95,5.92
95.3,81.72,142.8,0.38,37.91,77.74,1.82,2.56
64.7,178.01,325.9,0.43,13.45,52.46,2.07,5.75
20.9,136.25,156.4,0.61,20.63,35.2,2.93,0.12
59.8,186.41,819.5,1.32,24.84,73.63,6.33,3.71
87.3,21.33,685.2,0.89,38.88,39.26,4.3,6.35
27.1,168.15,809.7,0.73,16.19,77.29,3.53,2.94
24.4,132.58,238.9,0.29,18.0,72.65,1.4,4.78
53.6,225.24,741.1,1.37,29.24,80.66,6.59,5.43
30.6,193.04,442.8,0.91,14.82,83.6,4.39,5.83
78.8,272.12,605.5,1.32,30.17,69.76,6.34,3.99
76.7,238.14,273.8,1.57,22.63,44.08,7.57,2.25
